1725527733.744184;65363.000000;0.398249;-0.045697;0.916138;0.093087;1.617370;-0.155817;0.348951;24.001700;356.900000;77.000000
1725527733.744913;65375.000000;0.397184;-0.046019;0.916584;0.093060;1.617374;-0.155662;0.384984;23.984280;356.881000;77.000000
1725527733.745073;65387.000000;0.332616;-0.048778;0.941800;0.092987;1.617551;-0.155481;0.407450;24.008870;356.950000;77.000000
1725527733.745283;65413.000000;0.332395;-0.048649;0.941885;0.092960;1.617369;-0.155514;0.389606;24.004940;356.980500;77.000000
1725527733.745446;65423.000000;0.332233;-0.048816;0.941933;0.092832;1.617301;-0.155531;0.401064;23.996230;356.957800;77.000000
1725527733.745599;65437.000000;0.331874;-0.049179;0.942041;0.092795;1.617285;-0.155450;0.422472;23.975070;356.951200;77.000000
1725527733.745704;65437.000000;0.331874;-0.049179;0.942041;0.092795;1.617285;-0.155450;0.422472;23.975070;356.900000;77.000000
1725527733.745860;65437.000000;0.331874;-0.049179;0.942041;0.092795;1.617285;-0.155450;0.422472;23.975070;356.951200;77.000000
1725527733.758545;65453.000000;0.332287;-0.049035;0.941903;0.092750;1.617175;-0.155531;0.440397;23.935540;356.981000;77.000000
1725527733.775515;65471.000000;0.331584;-0.049247;0.942140;0.092763;1.617199;-0.155516;0.451478;23.892380;356.995300;77.000000
1725527733.790476;65487.000000;0.331724;-0.049371;0.942084;0.092835;1.617304;-0.155549;0.445449;23.856110;356.992800;77.000000
1725527733.807679;65503.000000;0.331504;-0.049192;0.942171;0.092861;1.617314;-0.155597;0.436247;23.843100;356.978500;77.000000
1725527733.823673;65520.000000;0.330693;-0.049070;0.942462;0.092874;1.617304;-0.155564;0.438063;23.849710;356.952500;77.000000
1725527733.844091;65537.000000;0.331246;-0.049015;0.942271;0.092889;1.617250;-0.155590;0.434983;23.883240;356.951800;77.000000
1725527733.857227;65553.000000;0.331730;-0.049343;0.942083;0.092870;1.617348;-0.155681;0.464022;23.898010;356.984300;77.000000
1725527733.874148;65570.000000;0.332469;-0.048339;0.941875;0.093006;1.617357;-0.155533;0.404692;23.940900;357.004400;77.000000
1725527733.891519;65587.000000;0.333183;-0.047428;0.941669;0.092916;1.617438;-0.155665;0.390644;23.946470;356.948500;77.000000
1725527733.907560;65604.000000;0.333551;-0.047870;0.941516;0.092831;1.617344;-0.155734;0.418097;23.970450;356.922900;77.000000
1725527733.930391;65621.000000;0.332985;-0.046845;0.941768;0.092838;1.617460;-0.155667;0.389138;23.968400;356.952700;77.000000
1725527733.946774;65639.000000;0.332820;-0.046299;0.941853;0.092802;1.617489;-0.155733;0.357679;23.957690;356.953800;77.000000
1725527733.956119;65652.000000;0.333312;-0.046181;0.941685;0.092840;1.617374;-0.155684;0.354433;23.951130;356.966800;77.000000
1725527733.974761;65670.000000;0.333116;-0.046012;0.941762;0.092825;1.617527;-0.155752;0.346913;23.940160;356.938700;77.000000
1725527733.993727;65686.000000;0.333621;-0.045787;0.941595;0.092819;1.617461;-0.155765;0.338637;23.933580;356.926900;77.000000
1725527734.007737;65704.000000;0.333454;-0.045732;0.941657;0.092803;1.617521;-0.155763;0.336843;23.923990;356.909700;77.000000
1725527734.023381;65720.000000;0.333057;-0.046060;0.941781;0.092831;1.617447;-0.155777;0.333940;23.919090;356.909800;77.000000
1725527734.041296;65736.000000;0.333064;-0.046099;0.941777;0.092834;1.617462;-0.155797;0.335824;23.919400;356.914300;77.000000
1725527734.057546;65753.000000;0.334473;-0.046100;0.941277;0.092789;1.617496;-0.155892;0.329187;23.928890;356.917700;77.000000
1725527734.077664;65773.000000;0.334776;-0.045757;0.941186;0.092805;1.617603;-0.155888;0.316302;23.943180;356.911800;77.000000
1725527734.091363;65787.000000;0.335471;-0.045764;0.940938;0.092805;1.617599;-0.155836;0.286792;23.964140;356.911000;77.000000
1725527734.106950;65803.000000;0.335770;-0.045442;0.940847;0.092756;1.617620;-0.155889;0.267954;23.981780;356.915700;77.000000
1725527734.155697;65821.000000;0.336060;-0.046275;0.940703;0.092735;1.617627;-0.155869;0.267663;23.991310;356.923900;0.414812
1725527734.195453;65837.000000;0.336036;-0.046170;0.940717;0.092672;1.617587;-0.155866;0.260337;23.989020;356.941400;0.392201
1725527734.196067;65837.000000;0.336036;-0.046170;0.940717;0.092672;1.617587;-0.155866;0.260337;23.989020;356.900000;0.392201
1725527734.214858;65837.000000;0.336036;-0.046170;0.940717;0.092672;1.617587;-0.155866;0.260337;23.989020;356.941400;0.391572
1725527734.241818;65853.000000;0.335295;-0.046334;0.940973;0.092662;1.617621;-0.155880;0.254950;23.976330;356.950400;0.391032
1725527734.254223;65871.000000;0.334905;-0.046483;0.941105;0.092623;1.617584;-0.155874;0.262510;23.952170;356.963500;0.391925
1725527734.281160;65887.000000;0.327965;-0.046587;0.943541;0.092587;1.617598;-0.155851;0.266507;23.929610;356.963600;0.392258
1725527734.303423;65903.000000;0.327438;-0.046529;0.943727;0.092556;1.617577;-0.155864;0.263216;23.897570;356.962900;0.400947
1725527734.323380;65920.000000;0.323220;-0.046699;0.945171;0.092633;1.617590;-0.155803;0.274056;23.872920;356.958200;0.403906
1725527734.351507;65936.000000;0.322805;-0.046771;0.945309;0.092584;1.617603;-0.155840;0.278947;23.848200;356.949700;0.410674
1725527734.384996;65952.000000;0.319369;-0.047186;0.946455;0.092651;1.617667;-0.155814;0.281629;23.845500;356.950700;0.412265
1725527734.409709;65952.000000;0.319369;-0.047186;0.946455;0.092651;1.617667;-0.155814;0.281629;23.845500;356.950700;0.416440
1725527734.420872;65952.000000;0.319369;-0.047186;0.946455;0.092651;1.617667;-0.155814;0.281629;23.845500;356.950700;0.418343
1725527734.433618;65970.000000;0.319496;-0.047076;0.946418;0.092638;1.617583;-0.155818;0.274749;23.852760;356.956800;0.417052
1725527734.461546;65986.000000;0.319394;-0.047923;0.946409;0.092654;1.617584;-0.155765;0.294929;23.867640;356.952200;0.416081
1725527734.479661;65986.000000;0.319394;-0.047923;0.946409;0.092654;1.617584;-0.155765;0.294929;23.867640;356.000000;0.417482
1725527734.495389;65986.000000;0.319394;-0.047923;0.946409;0.092654;1.617584;-0.155765;0.294929;23.867640;356.952200;0.417636
1725527734.496055;66003.000000;0.319689;-0.048044;0.946304;0.092642;1.617599;-0.155788;0.301601;23.885500;356.955300;0.417636
1725527734.524045;66021.000000;0.318074;-0.047804;0.946860;0.092675;1.617635;-0.155724;0.285384;23.909600;356.962700;0.417935
1725527734.556534;66037.000000;0.318353;-0.047690;0.946772;0.092662;1.617656;-0.155697;0.278200;23.926050;356.969200;0.421118
1725527734.594095;66053.000000;0.317963;-0.047409;0.946917;0.092635;1.617648;-0.155670;0.274374;23.933500;356.963800;0.421738
1725527734.678096;66071.000000;0.317775;-0.047653;0.946968;0.092542;1.617607;-0.155711;0.286511;23.921530;356.983700;0.423200
1725527734.710414;66090.000000;0.316697;-0.047848;0.947319;0.092575;1.617628;-0.155543;0.306628;23.906490;356.982800;0.424558
1725527734.749707;66104.000000;0.316335;-0.047533;0.947456;0.092583;1.617563;-0.155481;0.287034;23.883550;356.997700;0.427462
1725527734.750384;66104.000000;0.316335;-0.047533;0.947456;0.092583;1.617563;-0.155481;0.287034;23.883550;356.997700;0.427462
1725527734.771547;66104.000000;0.316335;-0.047533;0.947456;0.092583;1.617563;-0.155481;0.287034;23.883550;356.997700;0.429996
1725527734.788322;66121.000000;0.315263;-0.048007;0.947789;0.092614;1.617623;-0.155491;0.326735;23.845250;356.989700;0.430449
1725527734.827983;66137.000000;0.314639;-0.047459;0.948024;0.092638;1.617697;-0.155385;0.299357;23.808790;356.945500;0.432262
1725527734.848011;66137.000000;0.314639;-0.047459;0.948024;0.092638;1.617697;-0.155385;0.299357;23.808790;356.000000;0.433251
1725527734.862761;66137.000000;0.314639;-0.047459;0.948024;0.092638;1.617697;-0.155385;0.299357;23.808790;356.945500;0.432237
1725527734.863380;66153.000000;0.315214;-0.047977;0.947807;0.092650;1.617591;-0.155312;0.331741;23.811360;356.876600;0.432237
1725527734.894972;66171.000000;0.315347;-0.049532;0.947683;0.092630;1.617501;-0.155356;0.417476;23.819480;356.917800;0.421342
1725527734.908744;66203.000000;0.317222;-0.049870;0.947039;0.092661;1.617604;-0.155225;0.426760;23.848670;356.996900;0.423599
1725527734.921195;66211.000000;0.317548;-0.050182;0.946913;0.092689;1.617440;-0.155234;0.440835;23.867010;357.038900;0.416068
1725527734.921652;66221.000000;0.318207;-0.049078;0.946750;0.092658;1.617428;-0.155201;0.472595;23.875720;357.053100;0.416068
1725527734.950214;66236.000000;0.318295;-0.049571;0.946695;0.092626;1.617518;-0.155084;0.504314;23.883110;357.017600;0.410190
1725527734.980627;66253.000000;0.314750;-0.045153;0.948100;0.092548;1.617427;-0.155112;0.509486;23.857140;357.028500;0.410163
1725527735.026651;66270.000000;0.314166;-0.045515;0.948276;0.092507;1.617324;-0.155061;0.528085;23.821400;357.051900;0.411129
1725527735.054981;66286.000000;0.311533;-0.043033;0.949260;0.092527;1.617369;-0.155096;0.554065;23.772330;357.061700;0.412920
1725527735.055570;66286.000000;0.311533;-0.043033;0.949260;0.092527;1.617369;-0.155096;0.554065;23.772330;357.061700;0.412920
